	D17p7_A2_nuc	D17p7_B7_nuc	D17p7_B8_cyto	D17p7_A3_cyto	D17p7_B9_memb	D17p7_A4_memb	D17p7_B10_insol	D17p7_A5_insol	R2-total-depl	R1-total-depl
FBgn0019972	796.6757465	778.5114031	1324.166323	1399.819757	1670.024303	1722.368966	1680.02511	1671.352866	1222.241883	1222.241883
FBgn0019982	349.8445669	335.130623	2339.789037	2186.688136	927.597181	1101.131216	474.2368297	481.9427856	615.9367091	615.9367091
FBgn0019985	12.12332658	11.8630309	104.6844389	57.26535371	23.58297918	11.00284843	3.740038089	5.406409454	12.03941965	12.03941965
FBgn0019990	2048.842191	1964.814493	613.4140803	668.0957933	1465.638484	1515.007592	3244.109038	3368.965434	2221.99529	2221.99529
FBgn0020018	280.5684151	293.6100149	815.4366817	812.3196471	427.9873999	523.058487	265.5427043	311.2547157	418.0086501	418.0086501
FBgn0020224	879.8071287	980.1829284	547.2975926	494.1787932	1002.713337	1104.516708	1623.924538	1602.614231	1017.571749	1017.571749
FBgn0020235	964.6704148	1017.2549	6143.323649	7419.044715	2995.038356	3890.77648	2093.673322	2078.378263	1941.717601	1941.717601
FBgn0020236	2080.01646	2371.123302	1526.188924	1399.819757	2692.826845	3065.562848	5906.26815	6057.495621	2606.775142	2606.775142
FBgn0020238	4825.083978	5035.856619	13131.46909	14596.30238	14823.21258	12851.32697	14253.28516	14064.38802	11422.03821	11422.03821
FBgn0020240	15737.8098	15390.79972	3733.744986	3541.968174	5414.47733	4877.647347	10186.36774	8776.919577	11143.68683	11143.68683
FBgn0020245	1032.214663	1040.980962	508.7296415	494.1787932	531.0537533	449.4240398	725.5673892	654.9478882	517.6950448	517.6950448
FBgn0020248	27.71046075	31.14045612	25.71196744	27.57220734	23.58297918	32.16217234	14.21214474	20.85329361	21.67095536	21.67095536
FBgn0020249	826.118111	722.1620063	2461.002598	2458.168332	1741.646684	1911.110135	1305.273293	1288.270139	1097.995072	1097.995072
FBgn0020251	1667.823356	1488.810378	752.9933322	680.8214275	510.0911052	455.3486505	926.7814384	860.3914474	1134.113331	1134.113331
FBgn0020255	4745.416403	4396.735829	8931.235547	9979.01812	10031.50059	8342.69823	11075.00079	11368.90674	9315.139769	9315.139769
FBgn0020257	2492.209563	2641.007255	1329.67603	1327.707831	2998.53213	2941.146023	3699.645677	3435.387036	2364.060442	2364.060442
FBgn0020258	15.58713417	10.38015204	1.836569103	2.120939026	0.873443673	1.692745913	0.748007618	0.772344208	1.926307143	1.926307143
FBgn0020261	1262.557868	1322.727946	466.4885521	415.7040492	915.3689696	1130.75427	1311.257354	1456.641176	855.2803717	855.2803717
FBgn0020269	6.927615187	8.897273178	16.52912193	4.241878053	6.114105713	2.539118869	8.228083795	3.089376831	6.742075002	6.742075002
FBgn0020270	1903.362273	1683.06751	2174.497818	2248.195368	2574.911949	2834.503031	2909.001626	3039.174458	2771.474403	2771.474403
FBgn0020272	441.6354682	352.9251694	971.5450554	875.9478179	821.9104965	936.0884896	818.3203338	836.448777	715.6231038	715.6231038
FBgn0020277	1.731903797	1.482878863	0	2.120939026	0	0.846372956	0	0	0	0
FBgn0020278	3046.418778	3251.953347	2468.348874	2305.460722	3844.025606	4100.676973	4185.102621	4154.439494	3637.349464	3637.349464
FBgn0020279	5313.480848	5774.330293	4380.21731	4286.417772	8639.231372	9751.909202	12263.58489	12650.99812	7000.200159	7000.200159
FBgn0020280	0	0	0	0	0	0	0	0	0	0
FBgn0020294	36.36997973	25.20894067	18.36569103	12.72563416	23.58297918	26.23756164	25.432259	44.02361984	17.81834108	17.81834108
FBgn0020299	1735.367604	1880.290398	1320.493185	1476.173562	3049.191863	3002.931249	3501.423659	3565.140863	2073.188063	2073.188063
FBgn0020300	5.19571139	2.965757726	1.836569103	0	2.62033102	1.692745913	0.748007618	0.772344208	2.407883929	2.407883929
FBgn0020304	3829.239295	3897.005652	2712.612565	2736.011344	3292.882648	3374.488977	3580.712466	3684.854215	2132.903585	2132.903585
FBgn0020305	185.3137062	209.0859197	580.3558365	589.6210494	403.530977	453.6559046	430.1043802	444.0979195	392.0035037	392.0035037
FBgn0020306	7357.127328	7414.394315	2418.761508	2407.265795	4402.156113	4786.239068	10978.50781	11555.81404	4640.955485	4640.955485
FBgn0020307	19.05094176	5.931515452	9.182845514	12.72563416	13.1016551	1.692745913	10.47210665	16.21922836	8.668382146	8.668382146
FBgn0020309	4300.317127	4696.277359	3849.44884	3635.289491	5627.597587	5439.63899	6984.147127	6832.156862	3873.803666	3873.803666
FBgn0020312	1823.694698	1859.530094	639.1260478	638.402647	925.8502936	950.4768299	1145.94767	1142.297083	1508.298493	1508.298493
FBgn0020368	157.6032455	126.0447034	179.9837721	212.0939026	225.3484677	185.3556774	181.7658511	162.1922836	188.7781001	188.7781001
FBgn0020369	536.890177	502.6959346	887.0628767	907.7619033	718.8441431	809.9789192	1668.804995	1737.002123	1017.571749	1017.571749
FBgn0020370	1570.836744	1540.711139	453.6325684	443.2762565	961.6614842	1046.116974	3072.815294	3097.872617	2018.769886	2018.769886
FBgn0020371	0	0	0	0	0	0	0	0	0	0
FBgn0020372	62.34853668	53.38363907	101.0113007	84.83756106	68.12860651	58.39973398	34.40835042	33.98314514	42.86033394	42.86033394
FBgn0020376	0	0	0	2.120939026	0	0	0	0	0.963153572	0.963153572
FBgn0020377	1.731903797	0	0	0	1.746887346	0	0	0	0	0
FBgn0020378	6.927615187	5.931515452	9.182845514	0	3.493774693	8.463729563	3.740038089	2.317032623	5.77892143	5.77892143
FBgn0020379	135.0884961	170.5310692	411.391479	409.3412321	188.6638334	194.6657799	209.442133	223.9798202	115.0968518	115.0968518
FBgn0020381	1759.614257	1442.841134	253.4465362	218.4567197	248.0580032	212.439612	163.0656607	173.0051025	401.1534626	401.1534626
FBgn0020385	289.227934	249.123649	343.4384222	305.4152198	396.5434277	484.9717039	451.7966011	448.7319847	318.3222555	318.3222555
FBgn0020386	1906.82608	1527.365229	1862.28107	1442.238538	510.0911052	441.8066832	819.8163491	794.7421898	999.7534075	999.7534075
FBgn0020388	1763.078065	1769.074484	776.8687305	822.9243423	1228.935248	1417.674702	1768.290008	1777.936366	1596.908622	1596.908622
FBgn0020389	299.6193568	269.8839531	224.0614305	205.7310856	299.5911799	369.0186089	508.6451801	617.103022	421.8612644	421.8612644
FBgn0020391	91.79090123	121.5960668	42.24108936	38.17690248	48.03940203	49.08963146	49.36850277	42.47893143	50.08398573	50.08398573
FBgn0020392	604.434425	639.12079	1445.379884	1658.574319	1388.77544	1424.445685	1194.568166	1176.280228	1031.537475	1031.537475
FBgn0020399	3.463807593	10.38015204	1.836569103	2.120939026	2.62033102	0	0.748007618	0.772344208	0.963153572	0.963153572
FBgn0020407	174.9222835	170.5310692	301.1973329	305.4152198	351.1243566	402.8735272	320.895268	349.0995819	271.1277304	271.1277304
FBgn0020412	1226.187888	1279.724459	317.7264548	328.7455491	568.6118313	607.6957826	1886.475212	2002.688531	745.9624413	745.9624413
FBgn0020414	273.6407999	385.5485044	117.5404226	142.1029148	110.0539028	137.9587919	231.1343539	227.0691971	181.5544483	181.5544483
FBgn0020415	46.76140251	34.10621385	66.1164877	82.71662203	24.45642285	38.08678303	20.19620568	20.85329361	33.22879823	33.22879823
FBgn0020416	20.78284556	13.34590977	3.673138206	2.120939026	5.240662039	2.539118869	5.984060942	8.495786285	12.03941965	12.03941965
FBgn0020429	10.39142278	11.8630309	9.182845514	10.60469513	3.493774693	5.924610694	5.236053324	2.317032623	6.260498216	6.260498216
FBgn0020439	10.39142278	5.931515452	3.673138206	8.483756106	0.873443673	3.385491825	3.740038089	1.544688416	1.444730358	1.444730358
FBgn0020440	1849.673255	1782.420393	282.8316418	271.4801954	605.2964656	567.0698807	1050.950703	1083.598923	1022.387516	1022.387516
FBgn0020443	3041.223067	3321.648653	2411.415232	2574.819978	5144.583235	4410.449475	7207.053397	7376.659528	5652.748313	5652.748313
FBgn0020445	100.4504202	109.7330359	55.09707308	42.41878053	49.78628938	44.01139373	55.35256371	72.60035553	52.97344645	52.97344645
FBgn0020493	124.6970734	152.7365229	154.2718046	150.5866709	120.5352269	137.9587919	136.1373864	125.1197617	61.16025181	61.16025181
FBgn0020496	2552.826196	2799.675293	3895.363067	3378.655869	4066.753743	4270.797937	5829.223365	6002.659183	3454.350285	3454.350285
FBgn0020497	4525.464621	4737.797967	1471.091851	1501.624831	4189.035857	4148.073859	10168.41556	10133.15601	5021.401146	5021.401146
FBgn0020503	2417.7377	2027.095406	620.7603568	581.1372933	626.2591137	513.7483845	1452.630794	1412.617556	1405.241061	1405.241061
FBgn0020506	0	0	0	0	0	0.846372956	0	0	0.481576786	0.481576786
FBgn0020508	0	1.482878863	0	0	0	0	0	0	0	0
FBgn0020509	0	0	0	0	0	0	0	0	0	0
FBgn0020510	1167.303159	1273.792943	1022.96899	1158.032708	2122.468126	2060.071776	2220.08661	2255.245087	1449.546125	1449.546125
FBgn0020513	812.2628807	726.6106429	877.8800312	878.068757	966.0287026	1097.745724	1519.951479	1563.997021	1459.659238	1459.659238
FBgn0020518	0	0	0	0	0	0	0	0	0	0
FBgn0020521	5.19571139	4.448636589	14.69255282	8.483756106	2.62033102	0	2.244022853	0	1.444730358	1.444730358
FBgn0020545	975.0618375	1015.772021	13777.94141	13542.19568	5801.412878	6279.240963	1199.056211	1241.157142	2135.793045	2135.793045
FBgn0020546	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0020556	0	0	0	0	0	0	0	0	0	0
FBgn0020616	1437.480151	1316.79643	306.7070402	330.8664881	628.8794447	538.2932002	1499.007266	1568.631086	1309.888858	1309.888858
FBgn0020617	0	0	0	0	0	0	0	0	0.481576786	0.481576786
FBgn0020618	6177.700843	5983.416212	27723.01061	33765.3493	14406.57995	17930.41108	7358.150936	6917.114725	8857.160246	8857.160246
FBgn0020620	5168.000929	5007.68192	1678.62416	1588.583331	1130.236113	1039.34599	649.2706122	559.9495506	1163.489515	1163.489515
FBgn0020621	3647.389396	3311.268501	11899.13122	10575.00199	3246.590133	3090.107663	3925.543978	4025.458011	3469.279165	3469.279165
FBgn0020622	9362.671925	9708.407916	2815.460435	2831.4536	4697.380075	4555.179251	9678.470566	8980.046104	7836.699036	7836.699036
FBgn0020626	1047.801797	1141.816725	1076.229494	888.6734521	1847.333369	1888.258065	1897.695326	1805.740758	1735.121159	1735.121159
FBgn0020633	1078.976065	997.9774748	1987.167769	1813.402868	2230.775141	2376.615261	2311.343539	2323.211377	1793.391951	1793.391951
FBgn0020637	0	0	0	0	0	0	0	0	0	0
FBgn0020638	0	0	0	0	0	0	0	0	0	0
FBgn0020639	0	0	0	0	0	0	0	0	0	0
FBgn0020640	0	0	0	0	0	0	0	0	0	0
FBgn0020641	0	0	0	0	0	0	0	0	0	0
FBgn0020642	0	0	0	0	0	0	0	0	0	0
FBgn0020643	0	0	0	0	0	0.846372956	0	0	0	0
FBgn0020644	0	0	0	0	0	0.846372956	0	0	0	0
FBgn0020645	0	0	0	0	0	0	0	0	0	0
FBgn0020646	0	0	0	0	0	0	0	0	0	0
FBgn0020647	580.1877719	610.9460916	413.2280481	347.8340003	360.7322371	427.4183429	782.4159682	850.3509727	398.2640019	398.2640019
FBgn0020653	5050.231471	5323.535118	15733.8875	16498.78469	12918.23193	15143.30493	11398.88809	11496.34353	9582.896462	9582.896462
FBgn0020655	1234.847407	1361.282796	3039.521865	3117.780369	2988.92425	3280.541579	2009.896469	2097.686868	2165.650806	2165.650806
FBgn0020660	11473.86265	11182.38951	32027.92858	31406.8651	9856.811853	5336.381489	4562.846468	4481.141093	7334.896026	7334.896026
FBgn0020762	1020.091336	805.2032226	426.0840319	411.4621711	485.6346823	440.1139373	681.4349398	697.4268196	562.9632627	562.9632627
FBgn0020764	284.0322227	287.6784994	870.5337547	977.7528912	626.2591137	738.0372179	256.5666129	278.0439148	335.6590198	335.6590198
FBgn0020765	0	0	0	0	0	0	0.748007618	0	0	0
FBgn0020766	268.4450885	293.6100149	655.6551697	661.7329763	483.887795	627.1623606	327.6273366	346.7825493	358.2931287	358.2931287
FBgn0020767	1241.775022	1257.481276	751.1567631	659.6120372	1363.445574	1325.42005	1549.871784	1533.875597	1366.714918	1366.714918
FBgn0020880	3.463807593	8.897273178	0	6.362817079	0	0	2.992030471	1.544688416	0.963153572	0.963153572
FBgn0020887	479.7373517	535.3192695	284.6682109	269.3592564	780.8586439	846.3729563	1279.841034	1245.018863	440.6427591	440.6427591
FBgn0020906	0	0	0	0	0	0	0	0	1.926307143	1.926307143
FBgn0020907	0	1.482878863	1.836569103	0	0	0	1.496015236	0	0	0
FBgn0020908	25.97855695	26.69181953	14.69255282	14.84657319	26.2033102	11.84922139	14.21214474	14.67453995	13.48415	13.48415
FBgn0020909	166.2627645	163.1166749	418.7377554	419.9459272	286.4895248	294.5377888	278.2588338	278.816259	294.2434162	294.2434162
FBgn0020910	8228.274938	8450.92664	33471.4719	43564.0876	23887.81102	29365.75609	11099.68504	9945.476363	13265.03257	13265.03257
FBgn0020912	0	0	0	0	0	0	0	0	0	0
FBgn0020930	521.3030428	465.623963	674.0208607	670.2167324	595.6885852	690.6403323	253.5745824	303.5312736	463.7584448	463.7584448
FBgn0021738	55.42092149	66.72954883	12.85598372	6.362817079	10.48132408	6.77098365	26.92827424	19.30860519	26.48672322	26.48672322
FBgn0021742	0	0	0	0	0	0	0	0	0	0
FBgn0021750	223.4155898	241.7092547	292.0144873	188.7635734	253.2986652	288.6131781	255.0705977	272.6375053	266.7935394	266.7935394
FBgn0021760	2855.909361	2999.86394	1329.67603	1196.209611	2589.760491	2526.423274	5062.515557	5346.93895	3467.352858	3467.352858
FBgn0021761	4229.309072	4074.951116	1258.049835	1255.595904	2584.519829	2645.761861	5297.389949	5373.970998	3504.915848	3504.915848
FBgn0021764	3718.397452	3557.426392	1619.853949	1531.317977	1166.920747	1111.287692	1978.480149	1681.39334	2034.66192	2034.66192
FBgn0021765	590.5791947	578.3227566	3785.168921	4509.11637	1622.858345	2173.485752	1249.920729	1360.09815	1176.973665	1176.973665
FBgn0021767	1.731903797	4.448636589	1.836569103	2.120939026	0	0	0.748007618	0	0.481576786	0.481576786
FBgn0021768	427.7802378	435.9663857	778.7052996	699.9098787	655.9561986	732.9589801	964.1818193	1006.364503	763.2992056	763.2992056
FBgn0021776	109.1099392	103.8015204	47.75079667	65.74910982	48.03940203	55.86061511	46.3764723	47.88534088	89.57328217	89.57328217
FBgn0021795	949.0832806	946.0767146	4416.948692	5306.589444	1702.341719	1767.226733	649.2706122	550.6814201	1049.837393	1049.837393
FBgn0021796	2693.110404	2805.606809	824.6195272	905.6409643	1245.530678	1401.593616	4615.207002	4826.378954	2119.901011	2119.901011
FBgn0021800	296.1555492	312.8874401	95.50159335	156.949488	316.1866097	263.2219894	421.8762964	437.1468216	242.7147001	242.7147001
FBgn0021814	325.5979138	305.4730458	1212.135608	1285.28905	563.3711692	622.0841229	765.9598006	769.2548309	684.8021895	684.8021895
FBgn0021818	1449.603478	1585.197505	962.3622099	935.3341107	1903.233764	1892.48993	2719.007691	2656.09173	1568.977168	1568.977168
FBgn0021825	453.7587947	416.6889605	865.0240474	848.3756106	573.8524933	684.7157216	1048.70668	1061.200941	897.1775521	897.1775521
FBgn0021847	349.8445669	329.1991076	170.8009266	154.8285489	218.3609183	255.6046328	291.7229709	314.3440926	368.4062412	368.4062412
FBgn0021856	403.5335846	312.8874401	824.6195272	725.3611471	528.4334223	512.9020115	495.9290506	553.770797	483.0215162	483.0215162
FBgn0021872	3927.957811	3750.200645	7529.933322	7703.250544	7986.768948	8583.914523	4289.07568	4276.469878	5601.219596	5601.219596
FBgn0021873	2050.574095	2185.763444	916.4479823	825.0452813	1828.117608	2077.845608	3766.966363	3862.493383	1812.173445	1812.173445
FBgn0021874	559.4049263	607.9803338	1153.365397	1092.283599	719.7175868	900.5408255	967.9218574	1082.054235	904.4012039	904.4012039
FBgn0021875	242.4665315	234.2948604	831.9658036	818.6824642	475.1533582	551.8351675	244.598491	233.2479507	266.7935394	266.7935394
FBgn0021895	296.1555492	416.6889605	1046.844389	1030.776367	3597.71449	3603.856048	1062.918825	891.2852157	300.0223376	300.0223376
FBgn0021906	611.3620402	653.9495786	4068.000563	4602.437687	1804.534629	2422.319401	1258.896821	1383.268476	1328.670352	1328.670352
FBgn0021944	441.6354682	544.2165427	1158.875104	1107.130172	791.339968	1098.592097	672.4588484	790.8804687	689.6179574	689.6179574
FBgn0021953	1264.289772	1089.915964	1204.789331	1175.000221	1345.9767	1330.498287	1039.730589	983.9665207	1276.178483	1276.178483
FBgn0021967	337.7212404	329.1991076	4264.513457	4746.661541	1392.269215	1570.021834	590.1780104	542.9579781	701.657377	701.657377
FBgn0021979	671.9786731	722.1620063	852.1680637	956.5435009	965.1552589	1317.802693	1483.299106	1614.199394	808.0858467	808.0858467
FBgn0021995	585.3834833	544.2165427	183.6569103	207.8520246	381.6948852	414.7227486	1146.695678	1222.620881	926.553736	926.553736
FBgn0022023	1163.839351	1086.950207	10128.6786	11932.40296	4514.830347	4951.281794	1858.79893	1731.595714	2177.690226	2177.690226
FBgn0022027	159.3351493	179.4283424	2009.206598	1868.547282	714.4769247	781.2022386	191.4899501	203.1265266	253.3093894	253.3093894
FBgn0022029	1072.04845	1143.299603	530.7684707	566.2907201	989.6116818	991.1027318	1233.464562	1387.130197	1037.316397	1037.316397
FBgn0022063	4551.443178	4125.368997	1292.944648	1283.168111	1200.111607	1291.565131	1531.919601	1632.735655	1712.005474	1712.005474
FBgn0022069	394.8740656	523.4562386	391.1892189	364.8015126	692.6408329	689.7939594	1045.71465	1105.224561	796.046427	796.046427
FBgn0022097	878.0752249	858.5868617	4402.256139	4337.320309	1934.677736	2213.265281	1898.443334	1865.983606	1975.427976	1975.427976
FBgn0022153	2407.346277	2417.092547	837.4755109	820.8034032	1226.314917	1180.690274	1592.508218	1427.292096	1670.108293	1670.108293
FBgn0022160	368.8955087	409.2745662	578.5192674	542.9603908	483.887795	606.0030367	338.0994432	339.8314514	477.2425948	477.2425948
FBgn0022213	4040.531558	3757.615039	1285.598372	1217.419001	2530.366321	2876.821678	6916.078434	7036.828077	5280.971034	5280.971034
FBgn0022224	62.34853668	63.76379111	240.5905525	243.907988	92.58502936	117.6458409	131.6493407	127.4367943	158.9203393	158.9203393
FBgn0022238	195.705129	213.5345563	119.3769917	154.8285489	303.9583983	207.3613743	322.3912833	298.8972084	122.3205036	122.3205036
FBgn0022246	273.6407999	250.6065278	413.2280481	428.4296833	215.7405873	241.2162925	170.5457369	193.0860519	191.6675608	191.6675608
FBgn0022268	2402.150566	2492.719369	3467.442466	3342.599906	2521.631885	2368.151532	1502.747304	1309.895776	2535.020201	2535.020201
FBgn0022288	325.5979138	360.3395637	609.7409421	687.1842446	565.9915003	611.9276474	698.639115	748.4015373	634.236627	634.236627
FBgn0022338	498.7882935	507.1445711	1603.324827	1609.792721	1235.922798	1333.037406	1071.894916	1106.76925	857.2066788	857.2066788
FBgn0022343	611.3620402	547.1823004	1654.748762	1807.040051	1009.700886	1086.742876	1108.54729	1159.288656	1007.940213	1007.940213
FBgn0022344	226.8793974	207.6030408	923.7942587	1035.018245	487.3815697	621.2377499	401.6800907	457.227771	426.1954555	426.1954555
FBgn0022349	768.9652857	750.3367047	409.5549099	354.1968174	1045.512077	1085.05013	2307.603501	2352.560457	882.2486717	882.2486717
FBgn0022355	5.19571139	13.34590977	7.346276411	10.60469513	2.62033102	4.231864781	4.488045707	1.544688416	6.742075002	6.742075002
FBgn0022359	116.0375544	72.66106429	123.0501299	99.68413424	58.52072611	80.40543085	11.22011427	12.35750732	31.30249108	31.30249108
FBgn0022361	2220.300667	1875.841762	584.0289747	600.2257445	852.4810251	606.8494097	891.6250804	791.6528129	1384.051683	1384.051683
FBgn0022382	219.9517822	231.3291026	77.13590232	82.71662203	148.4854245	126.9559434	261.8026662	261.8246864	179.6281411	179.6281411
